ZENITH(DEG),AZIMUTH(DEG),VERT(dBi),HORI(dBi),TOTAL(dBi)
72.0,109.0,-8.65,-3.67,-2.47
73.0,109.0,-9.38,-3.90,-2.82
74.0,109.0,-10.15,-4.17,-3.19
75.0,109.0,-10.95,-4.50,-3.61
76.0,109.0,-11.77,-4.87,-4.06
77.0,109.0,-12.61,-5.30,-4.56
78.0,109.0,-13.45,-5.80,-5.12
79.0,109.0,-14.29,-6.38,-5.73
80.0,109.0,-15.10,-7.04,-6.41
81.0,109.0,-15.90,-7.80,-7.18
82.0,109.0,-16.70,-8.68,-8.05
83.0,109.0,-17.53,-9.72,-9.05
84.0,109.0,-18.42,-10.94,-10.23
85.0,109.0,-19.47,-12.43,-11.65
86.0,109.0,-20.80,-14.28,-13.41
87.0,109.0,-22.62,-16.71,-15.72
88.0,109.0,-25.40,-20.17,-19.03
89.0,109.0,-30.63,-26.15,-24.83
0.0,110.0,2.62,-6.15,3.16
1.0,110.0,2.62,-6.16,3.16
2.0,110.0,2.59,-6.18,3.14
3.0,110.0,2.56,-6.20,3.10
4.0,110.0,2.50,-6.24,3.05
5.0,110.0,2.43,-6.30,2.98
6.0,110.0,2.35,-6.36,2.90
7.0,110.0,2.25,-6.43,2.80
8.0,110.0,2.13,-6.52,2.69
9.0,110.0,2.00,-6.63,2.56
10.0,110.0,1.84,-6.74,2.41
11.0,110.0,1.67,-6.87,2.24
12.0,110.0,1.48,-7.02,2.06
13.0,110.0,1.27,-7.19,1.85
14.0,110.0,1.04,-7.37,1.63
15.0,110.0,0.79,-7.57,1.38
16.0,110.0,0.51,-7.80,1.11
17.0,110.0,0.20,-8.04,0.81
18.0,110.0,-0.13,-8.31,0.49
19.0,110.0,-0.49,-8.61,0.14
20.0,110.0,-0.88,-8.94,-0.25
21.0,110.0,-1.30,-9.31,-0.66
22.0,110.0,-1.76,-9.71,-1.11
23.0,110.0,-2.25,-10.15,-1.60
24.0,110.0,-2.79,-10.64,-2.13
25.0,110.0,-3.37,-11.18,-2.70
26.0,110.0,-4.00,-11.78,-3.33
27.0,110.0,-4.67,-12.44,-4.00
28.0,110.0,-5.40,-13.18,-4.73
29.0,110.0,-6.17,-14.01,-5.51
30.0,110.0,-6.98,-14.94,-6.34
31.0,110.0,-7.82,-15.96,-7.20
32.0,110.0,-8.66,-17.07,-8.08
33.0,110.0,-9.45,-18.22,-8.91
34.0,110.0,-10.12,-19.30,-9.63
35.0,110.0,-10.59,-20.06,-10.12
36.0,110.0,-10.77,-20.23,-10.31
37.0,110.0,-10.65,-19.68,-10.14
38.0,110.0,-10.27,-18.60,-9.67
39.0,110.0,-9.70,-17.28,-9.00
40.0,110.0,-9.03,-15.93,-8.22
41.0,110.0,-8.32,-14.63,-7.41
42.0,110.0,-7.63,-13.44,-6.62
43.0,110.0,-6.97,-12.35,-5.86
44.0,110.0,-6.36,-11.35,-5.16
45.0,110.0,-5.80,-10.44,-4.52
46.0,110.0,-5.30,-9.61,-3.93
47.0,110.0,-4.86,-8.85,-3.40
48.0,110.0,-4.47,-8.16,-2.92
49.0,110.0,-4.13,-7.52,-2.49
50.0,110.0,-3.85,-6.93,-2.11
51.0,110.0,-3.61,-6.39,-1.77
52.0,110.0,-3.42,-5.90,-1.47
53.0,110.0,-3.27,-5.44,-1.21
54.0,110.0,-3.17,-5.03,-0.99
55.0,110.0,-3.11,-4.65,-0.80
56.0,110.0,-3.10,-4.31,-0.65
57.0,110.0,-3.12,-4.00,-0.53
58.0,110.0,-3.19,-3.73,-0.44
59.0,110.0,-3.30,-3.48,-0.38
60.0,110.0,-3.45,-3.27,-0.35
61.0,110.0,-3.64,-3.09,-0.35
62.0,110.0,-3.88,-2.94,-0.37
63.0,110.0,-4.15,-2.82,-0.43
64.0,110.0,-4.47,-2.73,-0.51
65.0,110.0,-4.84,-2.67,-0.61
66.0,110.0,-5.25,-2.65,-0.75
67.0,110.0,-5.70,-2.65,-0.91
68.0,110.0,-6.20,-2.69,-1.09
69.0,110.0,-6.75,-2.77,-1.31
70.0,110.0,-7.34,-2.88,-1.55
71.0,110.0,-7.98,-3.02,-1.82
72.0,110.0,-8.67,-3.21,-2.12
73.0,110.0,-9.39,-3.44,-2.45
74.0,110.0,-10.16,-3.71,-2.82
75.0,110.0,-10.96,-4.03,-3.23
76.0,110.0,-11.78,-4.41,-3.68
77.0,110.0,-12.62,-4.84,-4.17
78.0,110.0,-13.46,-5.34,-4.72
79.0,110.0,-14.30,-5.91,-5.32
80.0,110.0,-15.11,-6.57,-6.00
81.0,110.0,-15.92,-7.33,-6.77
82.0,110.0,-16.71,-8.22,-7.64
83.0,110.0,-17.54,-9.25,-8.65
84.0,110.0,-18.43,-10.48,-9.83
85.0,110.0,-19.48,-11.96,-11.25
86.0,110.0,-20.81,-13.81,-13.02
87.0,110.0,-22.63,-16.24,-15.34
88.0,110.0,-25.41,-19.70,-18.67
89.0,110.0,-30.64,-25.68,-24.48
0.0,111.0,2.57,-5.75,3.16
1.0,111.0,2.56,-5.75,3.16
2.0,111.0,2.54,-5.77,3.14
3.0,111.0,2.50,-5.80,3.10
4.0,111.0,2.45,-5.84,3.05
5.0,111.0,2.38,-5.89,2.98
6.0,111.0,2.29,-5.95,2.90
7.0,111.0,2.19,-6.03,2.80
8.0,111.0,2.08,-6.12,2.69
9.0,111.0,1.94,-6.22,2.56
10.0,111.0,1.79,-6.34,2.41
11.0,111.0,1.62,-6.47,2.25
12.0,111.0,1.43,-6.61,2.06
13.0,111.0,1.22,-6.78,1.86
14.0,111.0,0.99,-6.96,1.63
15.0,111.0,0.73,-7.16,1.39
16.0,111.0,0.45,-7.39,1.12
17.0,111.0,0.15,-7.63,0.82
18.0,111.0,-0.18,-7.91,0.50
19.0,111.0,-0.54,-8.20,0.15
20.0,111.0,-0.93,-8.53,-0.23
21.0,111.0,-1.35,-8.90,-0.65
22.0,111.0,-1.81,-9.30,-1.09
23.0,111.0,-2.30,-9.74,-1.58
24.0,111.0,-2.84,-10.22,-2.11
25.0,111.0,-3.42,-10.76,-2.68
26.0,111.0,-4.05,-11.36,-3.31
27.0,111.0,-4.72,-12.03,-3.98
28.0,111.0,-5.44,-12.77,-4.71
29.0,111.0,-6.22,-13.60,-5.49
30.0,111.0,-7.03,-14.52,-6.32
31.0,111.0,-7.87,-15.54,-7.18
32.0,111.0,-8.71,-16.65,-8.06
33.0,111.0,-9.50,-17.80,-8.90
34.0,111.0,-10.17,-18.88,-9.62
35.0,111.0,-10.63,-19.64,-10.12
36.0,111.0,-10.82,-19.81,-10.30
37.0,111.0,-10.69,-19.26,-10.13
38.0,111.0,-10.31,-18.18,-9.65
39.0,111.0,-9.74,-16.86,-8.97
40.0,111.0,-9.07,-15.50,-8.18
41.0,111.0,-8.36,-14.21,-7.36
42.0,111.0,-7.67,-13.02,-6.55
43.0,111.0,-7.01,-11.92,-5.79
44.0,111.0,-6.39,-10.93,-5.08
45.0,111.0,-5.84,-10.02,-4.43
46.0,111.0,-5.34,-9.19,-3.84
47.0,111.0,-4.89,-8.42,-3.30
48.0,111.0,-4.50,-7.73,-2.81
49.0,111.0,-4.17,-7.09,-2.38
50.0,111.0,-3.88,-6.50,-1.98
51.0,111.0,-3.64,-5.96,-1.64
52.0,111.0,-3.45,-5.47,-1.33
53.0,111.0,-3.30,-5.01,-1.06
54.0,111.0,-3.20,-4.60,-0.83
55.0,111.0,-3.14,-4.22,-0.64
56.0,111.0,-3.12,-3.88,-0.47
57.0,111.0,-3.15,-3.57,-0.34
58.0,111.0,-3.22,-3.29,-0.24
59.0,111.0,-3.32,-3.05,-0.17
60.0,111.0,-3.47,-2.84,-0.13
61.0,111.0,-3.67,-2.65,-0.12
62.0,111.0,-3.90,-2.50,-0.13
63.0,111.0,-4.18,-2.38,-0.18
64.0,111.0,-4.49,-2.29,-0.25
65.0,111.0,-4.86,-2.23,-0.34
66.0,111.0,-5.27,-2.21,-0.46
67.0,111.0,-5.72,-2.21,-0.61
68.0,111.0,-6.22,-2.25,-0.79
69.0,111.0,-6.77,-2.32,-0.99
70.0,111.0,-7.36,-2.43,-1.22
71.0,111.0,-8.00,-2.58,-1.48
72.0,111.0,-8.68,-2.76,-1.77
73.0,111.0,-9.41,-2.99,-2.10
74.0,111.0,-10.18,-3.26,-2.46
75.0,111.0,-10.97,-3.59,-2.86
76.0,111.0,-11.80,-3.96,-3.30
77.0,111.0,-12.63,-4.39,-3.79
78.0,111.0,-13.48,-4.89,-4.33
79.0,111.0,-14.31,-5.47,-4.93
80.0,111.0,-15.13,-6.13,-5.61
81.0,111.0,-15.93,-6.89,-6.38
82.0,111.0,-16.72,-7.77,-7.25
83.0,111.0,-17.55,-8.80,-8.26
84.0,111.0,-18.44,-10.03,-9.45
85.0,111.0,-19.49,-11.51,-10.87
86.0,111.0,-20.82,-13.37,-12.65
87.0,111.0,-22.64,-15.79,-14.98
88.0,111.0,-25.43,-19.26,-18.32
89.0,111.0,-30.66,-25.23,-24.14
0.0,112.0,2.51,-5.36,3.16
1.0,112.0,2.50,-5.37,3.16
2.0,112.0,2.48,-5.39,3.14
3.0,112.0,2.44,-5.41,3.10
4.0,112.0,2.39,-5.45,3.05
5.0,112.0,2.32,-5.50,2.98
6.0,112.0,2.23,-5.57,2.90
7.0,112.0,2.13,-5.64,2.80
8.0,112.0,2.02,-5.73,2.69
9.0,112.0,1.88,-5.83,2.56
10.0,112.0,1.73,-5.95,2.41
11.0,112.0,1.56,-6.08,2.25
12.0,112.0,1.37,-6.23,2.07
13.0,112.0,1.16,-6.39,1.86
14.0,112.0,0.93,-6.57,1.64
15.0,112.0,0.68,-6.78,1.39
16.0,112.0,0.40,-7.00,1.12
17.0,112.0,0.09,-7.25,0.83
18.0,112.0,-0.23,-7.52,0.51
19.0,112.0,-0.59,-7.81,0.16
20.0,112.0,-0.98,-8.14,-0.22
21.0,112.0,-1.40,-8.51,-0.63
22.0,112.0,-1.86,-8.90,-1.08
23.0,112.0,-2.36,-9.34,-1.56
24.0,112.0,-2.89,-9.83,-2.09
25.0,112.0,-3.47,-10.37,-2.66
26.0,112.0,-4.10,-10.97,-3.28
27.0,112.0,-4.77,-11.63,-3.96
28.0,112.0,-5.49,-12.38,-4.68
29.0,112.0,-6.27,-13.20,-5.46
30.0,112.0,-7.08,-14.12,-6.30
31.0,112.0,-7.92,-15.14,-7.16
32.0,112.0,-8.76,-16.25,-8.04
33.0,112.0,-9.54,-17.40,-8.89
34.0,112.0,-10.21,-18.48,-9.61
35.0,112.0,-10.68,-19.24,-10.11
36.0,112.0,-10.86,-19.41,-10.29
37.0,112.0,-10.74,-18.86,-10.12
38.0,112.0,-10.35,-17.77,-9.63
39.0,112.0,-9.78,-16.46,-8.93
40.0,112.0,-9.11,-15.10,-8.13
41.0,112.0,-8.40,-13.81,-7.30
42.0,112.0,-7.71,-12.61,-6.49
43.0,112.0,-7.04,-11.52,-5.72
44.0,112.0,-6.43,-10.52,-5.00
45.0,112.0,-5.88,-9.61,-4.34
46.0,112.0,-5.37,-8.78,-3.74
47.0,112.0,-4.93,-8.02,-3.19
48.0,112.0,-4.54,-7.32,-2.70
49.0,112.0,-4.20,-6.68,-2.25
50.0,112.0,-3.91,-6.09,-1.86
51.0,112.0,-3.67,-5.55,-1.50
52.0,112.0,-3.48,-5.05,-1.19
53.0,112.0,-3.33,-4.60,-0.91
54.0,112.0,-3.23,-4.18,-0.67
55.0,112.0,-3.17,-3.81,-0.47
56.0,112.0,-3.15,-3.46,-0.29
57.0,112.0,-3.18,-3.15,-0.15
58.0,112.0,-3.24,-2.88,-0.05
59.0,112.0,-3.35,-2.63,0.03
60.0,112.0,-3.50,-2.42,0.09
61.0,112.0,-3.69,-2.24,0.11
62.0,112.0,-3.92,-2.08,0.10
63.0,112.0,-4.20,-1.96,0.07
64.0,112.0,-4.52,-1.87,0.01
65.0,112.0,-4.88,-1.81,-0.07
66.0,112.0,-5.29,-1.79,-0.18
67.0,112.0,-5.74,-1.79,-0.32
68.0,112.0,-6.24,-1.83,-0.49
69.0,112.0,-6.78,-1.90,-0.68
70.0,112.0,-7.38,-2.01,-0.90
71.0,112.0,-8.02,-2.16,-1.15
72.0,112.0,-8.70,-2.34,-1.44
73.0,112.0,-9.43,-2.57,-1.75
74.0,112.0,-10.19,-2.84,-2.11
75.0,112.0,-10.99,-3.16,-2.50
76.0,112.0,-11.81,-3.54,-2.93
77.0,112.0,-12.65,-3.97,-3.42
78.0,112.0,-13.49,-4.47,-3.95
79.0,112.0,-14.32,-5.04,-4.56
80.0,112.0,-15.14,-5.70,-5.23
81.0,112.0,-15.94,-6.46,-6.00
82.0,112.0,-16.74,-7.34,-6.87
83.0,112.0,-17.56,-8.38,-7.88
84.0,112.0,-18.46,-9.60,-9.07
85.0,112.0,-19.51,-11.09,-10.50
86.0,112.0,-20.83,-12.94,-12.29
87.0,112.0,-22.65,-15.37,-14.62
88.0,112.0,-25.44,-18.83,-17.97
89.0,112.0,-30.67,-24.81,-23.80
0.0,113.0,2.45,-5.00,3.16
1.0,113.0,2.44,-5.00,3.16
2.0,113.0,2.42,-5.02,3.14
3.0,113.0,2.38,-5.05,3.10
4.0,113.0,2.32,-5.09,3.05
5.0,113.0,2.26,-5.14,2.98
6.0,113.0,2.17,-5.20,2.90
7.0,113.0,2.07,-5.28,2.81
8.0,113.0,1.96,-5.36,2.69
9.0,113.0,1.82,-5.47,2.56
10.0,113.0,1.67,-5.58,2.42
11.0,113.0,1.50,-5.71,2.25
12.0,113.0,1.31,-5.86,2.07
13.0,113.0,1.10,-6.02,1.87
14.0,113.0,0.87,-6.21,1.65
15.0,113.0,0.62,-6.41,1.40
16.0,113.0,0.34,-6.63,1.13
17.0,113.0,0.04,-6.88,0.84
18.0,113.0,-0.29,-7.15,0.52
19.0,113.0,-0.65,-7.44,0.17
20.0,113.0,-1.04,-7.77,-0.20
21.0,113.0,-1.46,-8.13,-0.61
22.0,113.0,-1.92,-8.53,-1.06
23.0,113.0,-2.41,-8.97,-1.54
24.0,113.0,-2.95,-9.46,-2.07
25.0,113.0,-3.53,-10.00,-2.64
26.0,113.0,-4.15,-10.59,-3.26
27.0,113.0,-4.82,-11.26,-3.93
28.0,113.0,-5.55,-12.00,-4.66
29.0,113.0,-6.32,-12.83,-5.44
30.0,113.0,-7.13,-13.75,-6.27
31.0,113.0,-7.97,-14.77,-7.14
32.0,113.0,-8.81,-15.87,-8.03
33.0,113.0,-9.59,-17.02,-8.87
34.0,113.0,-10.26,-18.10,-9.60
35.0,113.0,-10.72,-18.86,-10.10
36.0,113.0,-10.91,-19.03,-10.28
37.0,113.0,-10.79,-18.47,-10.10
38.0,113.0,-10.40,-17.39,-9.61
39.0,113.0,-9.83,-16.07,-8.90
40.0,113.0,-9.15,-14.72,-8.09
41.0,113.0,-8.45,-13.43,-7.25
42.0,113.0,-7.75,-12.23,-6.42
43.0,113.0,-7.09,-11.13,-5.64
44.0,113.0,-6.47,-10.13,-4.92
45.0,113.0,-5.92,-9.22,-4.25
46.0,113.0,-5.41,-8.39,-3.64
47.0,113.0,-4.97,-7.63,-3.09
48.0,113.0,-4.58,-6.93,-2.59
49.0,113.0,-4.24,-6.29,-2.13
50.0,113.0,-3.95,-5.70,-1.73
51.0,113.0,-3.71,-5.16,-1.36
52.0,113.0,-3.51,-4.66,-1.04
53.0,113.0,-3.37,-4.21,-0.76
54.0,113.0,-3.26,-3.79,-0.51
55.0,113.0,-3.20,-3.41,-0.29
56.0,113.0,-3.18,-3.07,-0.11
57.0,113.0,-3.21,-2.76,0.03
58.0,113.0,-3.27,-2.48,0.15
59.0,113.0,-3.38,-2.23,0.24
60.0,113.0,-3.53,-2.02,0.30
61.0,113.0,-3.72,-1.84,0.33
62.0,113.0,-3.95,-1.68,0.34
63.0,113.0,-4.22,-1.56,0.32
64.0,113.0,-4.54,-1.47,0.27
65.0,113.0,-4.90,-1.41,0.19
66.0,113.0,-5.31,-1.38,0.09
67.0,113.0,-5.76,-1.39,-0.04
68.0,113.0,-6.26,-1.43,-0.19
69.0,113.0,-6.81,-1.50,-0.38
70.0,113.0,-7.40,-1.61,-0.59
71.0,113.0,-8.04,-1.75,-0.83
72.0,113.0,-8.72,-1.94,-1.11
73.0,113.0,-9.44,-2.16,-1.42
74.0,113.0,-10.21,-2.43,-1.76
75.0,113.0,-11.01,-2.75,-2.15
76.0,113.0,-11.83,-3.13,-2.58
77.0,113.0,-12.66,-3.56,-3.06
78.0,113.0,-13.51,-4.06,-3.59
79.0,113.0,-14.34,-4.63,-4.19
80.0,113.0,-15.15,-5.29,-4.86
81.0,113.0,-15.96,-6.05,-5.63
82.0,113.0,-16.75,-6.93,-6.50
83.0,113.0,-17.58,-7.97,-7.52
84.0,113.0,-18.47,-9.19,-8.71
85.0,113.0,-19.52,-10.68,-10.14
86.0,113.0,-20.85,-12.53,-11.93
87.0,113.0,-22.67,-14.96,-14.28
88.0,113.0,-25.45,-18.42,-17.63
89.0,113.0,-30.68,-24.39,-23.48
0.0,114.0,2.38,-4.65,3.16
1.0,114.0,2.37,-4.65,3.16
2.0,114.0,2.35,-4.67,3.14
3.0,114.0,2.31,-4.70,3.10
4.0,114.0,2.26,-4.74,3.05
5.0,114.0,2.19,-4.79,2.98
6.0,114.0,2.11,-4.85,2.90
7.0,114.0,2.01,-4.93,2.81
8.0,114.0,1.89,-5.01,2.70
9.0,114.0,1.76,-5.12,2.57
10.0,114.0,1.60,-5.23,2.42
11.0,114.0,1.43,-5.36,2.26
12.0,114.0,1.25,-5.51,2.08
13.0,114.0,1.04,-5.67,1.88
14.0,114.0,0.81,-5.85,1.65
15.0,114.0,0.55,-6.06,1.41
16.0,114.0,0.28,-6.28,1.14
17.0,114.0,-0.03,-6.52,0.85
18.0,114.0,-0.35,-6.79,0.53
19.0,114.0,-0.71,-7.09,0.19
20.0,114.0,-1.10,-7.42,-0.19
21.0,114.0,-1.52,-7.78,-0.60
22.0,114.0,-1.98,-8.18,-1.04
23.0,114.0,-2.47,-8.62,-1.53
24.0,114.0,-3.00,-9.10,-2.05
25.0,114.0,-3.58,-9.64,-2.62
26.0,114.0,-4.21,-10.24,-3.24
27.0,114.0,-4.88,-10.90,-3.91
28.0,114.0,-5.60,-11.64,-4.64
29.0,114.0,-6.37,-12.47,-5.42
30.0,114.0,-7.18,-13.39,-6.25
31.0,114.0,-8.02,-14.40,-7.12
32.0,114.0,-8.86,-15.51,-8.01
33.0,114.0,-9.64,-16.66,-8.86
34.0,114.0,-10.31,-17.73,-9.59
35.0,114.0,-10.77,-18.50,-10.10
36.0,114.0,-10.96,-18.66,-10.28
37.0,114.0,-10.83,-18.11,-10.09
38.0,114.0,-10.45,-17.03,-9.58
39.0,114.0,-9.87,-15.71,-8.87
40.0,114.0,-9.20,-14.35,-8.04
41.0,114.0,-8.49,-13.06,-7.19
42.0,114.0,-7.79,-11.86,-6.36
43.0,114.0,-7.13,-10.76,-5.57
44.0,114.0,-6.52,-9.76,-4.83
45.0,114.0,-5.96,-8.85,-4.16
46.0,114.0,-5.46,-8.02,-3.54
47.0,114.0,-5.01,-7.26,-2.98
48.0,114.0,-4.62,-6.56,-2.47
49.0,114.0,-4.28,-5.91,-2.01
50.0,114.0,-3.99,-5.32,-1.59
51.0,114.0,-3.74,-4.78,-1.22
52.0,114.0,-3.55,-4.28,-0.89
53.0,114.0,-3.40,-3.83,-0.60
54.0,114.0,-3.30,-3.41,-0.34
55.0,114.0,-3.23,-3.03,-0.12
56.0,114.0,-3.22,-2.69,0.07
57.0,114.0,-3.24,-2.38,0.22
58.0,114.0,-3.30,-2.10,0.35
59.0,114.0,-3.41,-1.85,0.45
60.0,114.0,-3.56,-1.64,0.52
61.0,114.0,-3.74,-1.45,0.56
62.0,114.0,-3.98,-1.30,0.58
63.0,114.0,-4.25,-1.18,0.56
64.0,114.0,-4.57,-1.09,0.52
65.0,114.0,-4.93,-1.03,0.46
66.0,114.0,-5.33,-1.00,0.36
67.0,114.0,-5.79,-1.00,0.24
68.0,114.0,-6.28,-1.04,0.10
69.0,114.0,-6.83,-1.11,-0.08
70.0,114.0,-7.42,-1.22,-0.28
71.0,114.0,-8.06,-1.36,-0.52
72.0,114.0,-8.74,-1.54,-0.79
73.0,114.0,-9.46,-1.77,-1.09
74.0,114.0,-10.23,-2.04,-1.43
75.0,114.0,-11.02,-2.36,-1.81
76.0,114.0,-11.85,-2.74,-2.23
77.0,114.0,-12.68,-3.17,-2.71
78.0,114.0,-13.52,-3.67,-3.24
79.0,114.0,-14.35,-4.24,-3.84
80.0,114.0,-15.17,-4.90,-4.51
81.0,114.0,-15.97,-5.66,-5.27
82.0,114.0,-16.77,-6.54,-6.15
83.0,114.0,-17.59,-7.57,-7.16
84.0,114.0,-18.49,-8.80,-8.36
85.0,114.0,-19.54,-10.28,-9.80
86.0,114.0,-20.86,-12.13,-11.59
87.0,114.0,-22.68,-14.56,-13.94
88.0,114.0,-25.47,-18.02,-17.31
89.0,114.0,-30.70,-24.00,-23.16
0.0,115.0,2.31,-4.32,3.16
1.0,115.0,2.30,-4.32,3.16
2.0,115.0,2.28,-4.34,3.14
3.0,115.0,2.24,-4.37,3.10
4.0,115.0,2.19,-4.41,3.05
5.0,115.0,2.12,-4.46,2.99
6.0,115.0,2.04,-4.52,2.91
7.0,115.0,1.94,-4.59,2.81
8.0,115.0,1.82,-4.68,2.70
9.0,115.0,1.69,-4.78,2.57
10.0,115.0,1.54,-4.90,2.43
11.0,115.0,1.37,-5.03,2.26
12.0,115.0,1.18,-5.17,2.08
13.0,115.0,0.97,-5.34,1.88
14.0,115.0,0.74,-5.52,1.66
15.0,115.0,0.49,-5.72,1.42
16.0,115.0,0.21,-5.94,1.15
17.0,115.0,-0.09,-6.19,0.86
18.0,115.0,-0.42,-6.46,0.55
19.0,115.0,-0.78,-6.75,0.20
20.0,115.0,-1.16,-7.08,-0.17
21.0,115.0,-1.58,-7.44,-0.58
22.0,115.0,-2.04,-7.84,-1.02
23.0,115.0,-2.53,-8.28,-1.51
24.0,115.0,-3.07,-8.76,-2.03
25.0,115.0,-3.64,-9.30,-2.60
26.0,115.0,-4.27,-9.89,-3.22
27.0,115.0,-4.94,-10.56,-3.89
28.0,115.0,-5.66,-11.30,-4.61
29.0,115.0,-6.43,-12.12,-5.39
30.0,115.0,-7.24,-13.04,-6.23
31.0,115.0,-8.08,-14.06,-7.10
32.0,115.0,-8.91,-15.17,-7.99
33.0,115.0,-9.70,-16.31,-8.84
34.0,115.0,-10.37,-17.39,-9.58
35.0,115.0,-10.83,-18.15,-10.09
36.0,115.0,-11.01,-18.31,-10.27
37.0,115.0,-10.89,-17.76,-10.07
38.0,115.0,-10.50,-16.68,-9.56
39.0,115.0,-9.92,-15.36,-8.83
40.0,115.0,-9.25,-14.00,-7.99
41.0,115.0,-8.54,-12.71,-7.13
42.0,115.0,-7.84,-11.51,-6.29
43.0,115.0,-7.18,-10.41,-5.49
44.0,115.0,-6.56,-9.41,-4.75
45.0,115.0,-6.00,-8.50,-4.06
46.0,115.0,-5.50,-7.66,-3.44
47.0,115.0,-5.05,-6.90,-2.87
48.0,115.0,-4.66,-6.20,-2.35
49.0,115.0,-4.32,-5.55,-1.88
50.0,115.0,-4.03,-4.96,-1.46
51.0,115.0,-3.78,-4.42,-1.08
52.0,115.0,-3.59,-3.92,-0.74
53.0,115.0,-3.44,-3.47,-0.44
54.0,115.0,-3.33,-3.05,-0.18
55.0,115.0,-3.27,-2.67,0.05
56.0,115.0,-3.25,-2.32,0.25
57.0,115.0,-3.27,-2.01,0.41
58.0,115.0,-3.34,-1.73,0.55
59.0,115.0,-3.44,-1.48,0.66
60.0,115.0,-3.59,-1.27,0.74
61.0,115.0,-3.78,-1.08,0.79
62.0,115.0,-4.01,-0.93,0.81
63.0,115.0,-4.28,-0.81,0.80
64.0,115.0,-4.60,-0.72,0.77
65.0,115.0,-4.96,-0.65,0.72
66.0,115.0,-5.36,-0.63,0.63
67.0,115.0,-5.81,-0.63,0.52
68.0,115.0,-6.31,-0.66,0.38
69.0,115.0,-6.85,-0.74,0.21
70.0,115.0,-7.44,-0.84,0.02
71.0,115.0,-8.08,-0.99,-0.21
72.0,115.0,-8.76,-1.17,-0.47
73.0,115.0,-9.48,-1.40,-0.77
74.0,115.0,-10.25,-1.67,-1.10
75.0,115.0,-11.04,-1.99,-1.48
76.0,115.0,-11.87,-2.36,-1.90
77.0,115.0,-12.70,-2.79,-2.37
78.0,115.0,-13.54,-3.29,-2.90
79.0,115.0,-14.37,-3.86,-3.49
80.0,115.0,-15.19,-4.52,-4.16
81.0,115.0,-15.99,-5.28,-4.93
82.0,115.0,-16.79,-6.16,-5.80
83.0,115.0,-17.61,-7.19,-6.82
84.0,115.0,-18.51,-8.42,-8.01
85.0,115.0,-19.56,-9.90,-9.46
86.0,115.0,-20.88,-11.76,-11.25
87.0,115.0,-22.70,-14.18,-13.61
88.0,115.0,-25.49,-17.64,-16.98
89.0,115.0,-30.72,-23.62,-22.85
0.0,116.0,2.24,-4.00,3.16
1.0,116.0,2.23,-4.00,3.16
2.0,116.0,2.21,-4.02,3.14
3.0,116.0,2.17,-4.05,3.10
4.0,116.0,2.12,-4.09,3.05
5.0,116.0,2.05,-4.14,2.99
6.0,116.0,1.97,-4.20,2.91
7.0,116.0,1.87,-4.27,2.81
8.0,116.0,1.75,-4.36,2.70
9.0,116.0,1.62,-4.46,2.57
10.0,116.0,1.47,-4.58,2.43
11.0,116.0,1.30,-4.71,2.27
12.0,116.0,1.11,-4.85,2.09
13.0,116.0,0.90,-5.02,1.89
14.0,116.0,0.67,-5.20,1.67
15.0,116.0,0.42,-5.40,1.43
16.0,116.0,0.14,-5.62,1.16
17.0,116.0,-0.16,-5.86,0.88
18.0,116.0,-0.49,-6.13,0.56
19.0,116.0,-0.84,-6.43,0.22
20.0,116.0,-1.23,-6.76,-0.16
21.0,116.0,-1.65,-7.12,-0.56
22.0,116.0,-2.10,-7.51,-1.01
23.0,116.0,-2.60,-7.95,-1.49
24.0,116.0,-3.13,-8.43,-2.01
25.0,116.0,-3.71,-8.97,-2.57
26.0,116.0,-4.33,-9.57,-3.19
27.0,116.0,-5.00,-10.23,-3.86
28.0,116.0,-5.72,-10.97,-4.59
29.0,116.0,-6.49,-11.79,-5.37
30.0,116.0,-7.30,-12.71,-6.20
31.0,116.0,-8.14,-13.73,-7.08
32.0,116.0,-8.97,-14.83,-7.97
33.0,116.0,-9.76,-15.98,-8.83
34.0,116.0,-10.42,-17.05,-9.57
35.0,116.0,-10.88,-17.81,-10.08
36.0,116.0,-11.06,-17.98,-10.26
37.0,116.0,-10.94,-17.43,-10.06
38.0,116.0,-10.55,-16.34,-9.54
39.0,116.0,-9.98,-15.02,-8.79
40.0,116.0,-9.30,-13.66,-7.95
41.0,116.0,-8.59,-12.37,-7.07
42.0,116.0,-7.89,-11.17,-6.22
43.0,116.0,-7.23,-10.07,-5.41
44.0,116.0,-6.61,-9.07,-4.66
45.0,116.0,-6.05,-8.15,-3.97
46.0,116.0,-5.55,-7.32,-3.33
47.0,116.0,-5.10,-6.55,-2.76
48.0,116.0,-4.70,-5.85,-2.23
49.0,116.0,-4.36,-5.21,-1.75
50.0,116.0,-4.07,-4.62,-1.32
51.0,116.0,-3.83,-4.07,-0.94
52.0,116.0,-3.63,-3.58,-0.59
53.0,116.0,-3.48,-3.12,-0.28
54.0,116.0,-3.37,-2.70,-0.01
55.0,116.0,-3.31,-2.32,0.23
56.0,116.0,-3.29,-1.97,0.43
57.0,116.0,-3.31,-1.66,0.60
58.0,116.0,-3.37,-1.38,0.75
59.0,116.0,-3.47,-1.13,0.86
60.0,116.0,-3.62,-0.91,0.95
61.0,116.0,-3.81,-0.73,1.01
